sID,trialNumber,response_times,correct_order,click_order,response_correct
203,15,"[1.3142571000007592, 2.614269200000308, 3.364686700000675, 4.064061300000503, 4.614430900000116, 5.232896100000289]","[5, 1, 5, 0, 2, 8]","[5, 1, 5, 0, 2, 8]",True
203,16,"[0.6301266999998916, 1.581060499999694, 2.1815710000000763, 3.148118600000089, 6.164632199999687, 6.714272700000038, 6.9986157000003]","[1, 5, 8, 4, 8, 7, 1]","[1, 5, 4, 8, 4, 1, 7]",False
203,17,"[0.7978632000003927, 1.6805789000000004, 1.9807119999995848, 2.796857000000273, 3.347520899999836, 3.8643278999998074, 4.632966999999553]","[5, 5, 3, 0, 2, 4, 8]","[5, 3, 3, 0, 2, 4, 8]",False
203,18,"[0.94801759999973, 2.0643411000000924, 2.7643242999993163, 3.281213999999636, 3.7993718999996418, 4.431758699999591, 7.247881700000107]","[7, 3, 8, 6, 5, 8, 8]","[7, 3, 5, 6, 8, 8, 2]",False
207,1,"[0.9814889000008407, 1.847467300000062]","[2, 0]","[2, 0]",True
207,2,"[0.8144554999998945, 1.3141443000004074]","[1, 5]","[1, 5]",True
207,3,"[1.3139453000003414, 1.997526299999663]","[3, 4]","[3, 4]",True
207,4,"[0.731132400000206, 1.247103600000628, 2.0806714999998803]","[8, 2, 3]","[8, 2, 3]",True
207,5,"[1.0316041000005498, 1.4478049999997893, 2.363926400001219]","[6, 6, 2]","[6, 6, 2]",True
207,6,"[0.7139812999994319, 1.230668099999093, 1.7642922999984876]","[5, 4, 5]","[5, 4, 5]",True
207,7,"[1.1812419000016234, 1.8468311000015092, 2.347865300000194, 2.9308950000013283]","[8, 0, 7, 4]","[8, 0, 7, 4]",True
207,8,"[0.7480008000002272, 1.2138549000010244, 1.8975759000004473, 2.4485746000009385]","[8, 2, 5, 7]","[8, 2, 5, 7]",True
207,9,"[0.5966984999995475, 1.1971754000005603, 1.7814256000001478, 2.2979102000008425]","[0, 2, 8, 7]","[0, 2, 8, 7]",True
207,10,"[0.7307158000003255, 1.5825920999996015, 2.1981555000002118, 2.632149400000344, 3.280522799999744]","[2, 5, 8, 4, 0]","[2, 5, 8, 4, 0]",True
207,11,"[0.7976247000005969, 1.1489498999999341, 1.8141892000003281, 2.1643868000010116, 2.8815891000012925]","[6, 6, 4, 4, 6]","[6, 6, 4, 4, 6]",True
207,12,"[0.531279099999665, 1.114933300001212, 1.9646396000007371, 2.548064599999634, 3.064428900001076]","[7, 6, 5, 6, 4]","[7, 6, 5, 6, 4]",True
207,13,"[0.864105999999083, 2.047717299999931, 20.30134580000049, 20.93375980000019, 21.483947599999738, 22.34957199999917]","[5, 6, 8, 7, 5, 1]","[5, 6, 8, 7, 8, 1]",False
207,14,"[2.213876400001027, 3.2639955000013288, 7.797596300000805, 8.681767400001263, 9.048748799999885, 10.115757499999745]","[1, 2, 0, 5, 5, 8]","[1, 2, 0, 5, 5, 8]",True
207,15,"[1.1472115999986272, 1.614939899998717, 2.431455999998434, 3.5645552999994834, 4.2647693999988405, 4.897511499999382]","[3, 8, 6, 6, 4, 0]","[3, 8, 6, 6, 4, 0]",True
207,16,"[0.8969973000002938, 1.5146242000009806, 2.2310937000002014, 10.333378000001176, 11.015811000001122, 11.882230300001538, 17.61657060000107]","[1, 6, 3, 1, 5, 7, 2]","[1, 6, 3, 5, 7, 2, 7]",False
207,17,"[2.897752099999707, 3.764128900000287, 4.3480925999992905, 6.765186200000244, 7.348687699999573, 8.164391099999193, 9.614463800000522]","[5, 7, 6, 8, 2, 6, 0]","[5, 2, 6, 7, 8, 0, 0]",False
207,18,"[0.8643229000008432, 1.5969249000008858, 2.480271200000061, 2.963975599999685, 7.748505999999907, 8.831402600000729, 10.59826559999965]","[7, 0, 1, 0, 0, 6, 0]","[7, 1, 0, 0, 6, 0, 0]",False
210,1,"[1.01457709999886, 2.2135060999989946]","[7, 0]","[7, 0]",True
210,2,"[0.8473288999994111, 1.3305610999996134]","[4, 4]","[4, 4]",True
210,3,"[1.0476945999998861, 1.9806172999997216]","[6, 2]","[6, 2]",True
210,4,"[0.8149159000004147, 1.6640704999990703, 2.4805347999990772]","[3, 5, 4]","[3, 5, 4]",True
210,5,"[0.6966659000008804, 1.9312021999994613, 2.6805024999994203]","[0, 7, 1]","[0, 7, 1]",True
210,6,"[1.5803801999991265, 2.8814852999985305, 3.498491099999228]","[2, 5, 5]","[2, 5, 5]",True
210,7,"[1.0977117000002181, 1.864062799999374, 2.214101199999277, 3.1150067999988096]","[5, 4, 4, 7]","[5, 4, 4, 7]",True
210,8,"[1.0310067999998864, 1.9473005999989255, 2.7637199999990116, 3.44790169999942]","[6, 3, 0, 1]","[6, 3, 0, 1]",True
210,9,"[0.9636611999994784, 2.2148871999997937, 2.7319013999986055, 3.664223399999173]","[2, 7, 7, 3]","[2, 7, 7, 3]",True
210,10,"[0.8635442000013427, 1.2137720999999146, 1.9312055000009423, 2.3978399000006902, 3.4816478000011557]","[1, 1, 7, 7, 6]","[1, 1, 7, 7, 6]",True
210,11,"[1.181136900000638, 1.647853500000565, 2.897012299999915, 3.6648558000015328, 4.581470800001625]","[8, 8, 0, 8, 7]","[8, 8, 0, 8, 7]",True
210,12,"[1.0976441000002524, 2.163812200000393, 2.7827873999995063, 3.7973851000006107, 4.764539899999363]","[7, 0, 8, 2, 5]","[7, 0, 8, 2, 5]",True
210,13,"[0.9308201999992889, 1.7147557999996934, 2.380187799999476, 3.1146052999993117, 4.88147410000056, 5.564327199999752]","[6, 4, 6, 0, 7, 3]","[6, 4, 0, 6, 7, 3]",False
210,14,"[1.0141358000000764, 1.8973286000000371, 2.5968591000000742, 3.1974902999991173, 3.898256799999217, 4.597255099999529]","[5, 2, 0, 4, 7, 1]","[5, 2, 0, 4, 7, 1]",True
210,15,"[0.7635462999987794, 1.4144176999998308, 1.7978200999987166, 2.314294300000256, 3.998493299999609, 4.648090700000466]","[1, 7, 7, 3, 6, 4]","[1, 7, 7, 3, 4, 6]",False
210,16,"[1.7634295999996539, 2.3974170999990747, 2.998098199999731, 4.04745119999825, 4.81391529999928, 5.247313599998961, 5.848159099999975]","[0, 4, 5, 2, 1, 1, 5]","[0, 4, 5, 2, 1, 1, 5]",True
210,17,"[1.1472224999997707, 1.9315635999992082, 2.7146635000008246, 3.547471300000325, 4.21427070000027, 4.897513699999763, 5.464343999999983]","[4, 7, 8, 3, 4, 1, 0]","[4, 8, 7, 1, 3, 0, 1]",False
210,18,"[1.3148251000002347, 2.064163200000621, 2.7474151000005804, 3.8476029000012204, 4.748291900001277, 5.430620300001465, 6.147547100001248]","[8, 3, 1, 4, 6, 8, 2]","[8, 3, 1, 4, 6, 0, 2]",False
210,19,"[1.0141201000005822, 1.6644059999998717, 2.6801923000002716, 4.764323899998999, 5.315964199999144, 6.097598000000289, 6.797889600000417, 10.032574799999566]","[6, 5, 0, 3, 8, 2, 8, 1]","[6, 5, 0, 3, 8, 2, 1, 2]",False
210,20,"[0.7804765999990195, 1.847058899998956, 2.9317546999991464, 3.8476384000005055, 4.914118499998949, 5.8147704000002705, 6.581086700000014, 7.314621699999407]","[4, 2, 5, 4, 2, 5, 3, 7]","[4, 2, 5, 4, 2, 5, 0, 3]",False
210,21,"[3.548399600000266, 4.248554300000251, 4.798204700000497, 5.297774599999684, 6.01507169999968, 7.431789500000377, 8.182064500000706, 8.899597600000561]","[8, 0, 4, 4, 8, 5, 6, 7]","[8, 0, 4, 4, 8, 5, 6, 7]",True
210,22,"[1.6144671000001836, 2.3136231999997108, 2.964973699999973, 3.5317095999998855, 4.1479486000007455, 4.881194499999765, 5.848312800000713, 6.548185300000114, 7.4308254000006855]","[7, 4, 1, 8, 5, 1, 1, 5, 6]","[7, 1, 8, 8, 1, 5, 7, 6, 0]",False
210,23,"[1.5978818999992654, 2.0972954999997455, 2.5975464999992255, 3.0306423000001814, 4.1977796999999555, 4.8813728999994055, 5.564786200000526, 6.680757699999958, 7.531739300000481]","[8, 1, 3, 3, 5, 0, 0, 6, 0]","[8, 1, 3, 3, 5, 0, 6, 0, 6]",False
210,24,"[0.8801664999991772, 1.4975087000002532, 2.080314899998484, 3.3989020999997592, 4.147064299999329, 4.6977028000001155, 5.88072800000009, 6.532664999998815, 7.247659900000144]","[0, 6, 0, 5, 6, 0, 4, 3, 3]","[0, 6, 0, 5, 0, 4, 0, 3, 1]",False
215,1,"[1.297910100000081, 2.2974741000016365]","[5, 0]","[5, 0]",True
215,2,"[1.2975805000005494, 2.4978016000004573]","[0, 8]","[0, 8]",True
215,3,"[1.5313588999997592, 2.3641845999991347]","[4, 2]","[4, 2]",True
215,4,"[0.8643707000010181, 1.9644813000013528, 3.130797600000733]","[4, 5, 3]","[4, 5, 3]",True
215,5,"[1.3809882000005018, 5.96459060000052, 7.197000099999059]","[4, 2, 3]","[4, 4, 2]",False
215,6,"[1.3641256999999314, 2.3978518000003533, 3.4304726000009396]","[4, 8, 2]","[4, 8, 2]",True
215,7,"[1.097703299999921, 2.4147300999993604, 3.4305989000004047, 4.630446600000141]","[7, 3, 3, 2]","[7, 3, 3, 2]",True
215,8,"[0.9810081000014179, 2.014145400000416, 2.8974245999997947, 3.6145420000011654]","[3, 4, 4, 8]","[3, 4, 4, 8]",True
215,9,"[0.847072800001115, 1.5479200999998284, 2.4312107999994623, 3.0480607000008604]","[1, 6, 8, 5]","[1, 6, 8, 5]",True
215,10,"[0.9471345999991172, 1.6479870000002848, 2.730893500000093, 3.6309565999999904, 4.497324699999808]","[2, 5, 6, 5, 3]","[2, 5, 6, 5, 3]",True
215,11,"[1.0812968999998702, 1.8137174000003142, 2.6974448999990273, 3.4312563999992562, 4.097551199998634]","[6, 0, 2, 8, 4]","[6, 0, 2, 8, 4]",True
215,12,"[1.1477328000000853, 1.7822692999998253, 2.497676799999681, 4.464094500001011, 5.180619300001126]","[7, 5, 7, 1, 4]","[7, 5, 7, 1, 4]",True
215,13,"[0.9136851999992359, 1.7975860999995348, 2.4973565000000235, 4.946825099999842, 5.647779099999752, 6.21388719999959]","[1, 2, 2, 4, 0, 4]","[1, 2, 2, 0, 4, 4]",False
215,14,"[1.1138770999987173, 1.647262899999987, 2.630831299999045, 3.3647471999993286, 4.064809499999683, 4.698265499999252]","[2, 2, 3, 8, 7, 8]","[2, 2, 3, 8, 7, 8]",True
215,15,"[1.163930700000492, 1.5805993000012677, 2.2806908000002295, 3.1305712000012136, 3.664639399999942, 4.347488999999769]","[3, 3, 1, 3, 3, 6]","[3, 3, 1, 3, 3, 6]",True
215,16,"[1.0641865000015969, 2.14751410000099, 2.7144215000007534, 4.047662200000559, 4.797419300000911, 5.813815600000453, 8.76411730000109]","[6, 2, 2, 6, 4, 2, 3]","[6, 2, 2, 4, 2, 3, 4]",False
215,17,"[1.1308556000003591, 1.8142716999991535, 2.5312143999999535, 3.1982719999996334, 4.298148899999433, 5.247757699999056, 7.331775599999673]","[5, 6, 5, 7, 5, 3, 8]","[5, 6, 5, 7, 5, 8, 5]",False
215,18,"[2.1477199000000837, 2.9138990999999805, 3.7811421000005794, 6.230518500000471, 6.997597400000814, 8.064806399999725, 9.680876799999169]","[0, 6, 0, 0, 6, 4, 8]","[6, 0, 6, 0, 4, 8, 6]",False
216,1,"[0.8138827000002493, 1.6646947999997792]","[3, 8]","[3, 8]",True
216,2,"[0.6471864999994068, 1.014478699999927]","[3, 6]","[3, 6]",True
216,3,"[0.7974955999998201, 1.3310861999998451]","[5, 4]","[5, 4]",True
216,4,"[0.39749120000033145, 0.9313483000005363, 1.263414300000477]","[3, 7, 0]","[3, 7, 0]",True
216,5,"[0.3817164000001867, 0.9305720000002111, 1.265130499999941]","[3, 1, 8]","[3, 1, 8]",True
216,6,"[1.4643840999997337, 1.731674099999509, 2.2804761999996117]","[7, 1, 3]","[5, 7, 1]",False
216,7,"[0.7304760999995779, 1.1468619999996008, 1.714324999999917, 1.9474321999996391]","[2, 0, 6, 4]","[2, 0, 6, 4]",True
216,8,"[0.36404679999941436, 0.8306527999993705, 1.214450499999657, 1.348215099999834]","[3, 4, 6, 6]","[3, 4, 6, 6]",True
216,9,"[0.8972708999999668, 1.3307284000002255, 2.314414100000249, 2.6477303000001484]","[1, 4, 7, 6]","[1, 4, 7, 6]",True
216,10,"[0.8642034999993484, 1.4639159999996991, 2.014794599999732, 2.3648112999999285, 2.697175499999503]","[8, 5, 2, 8, 1]","[5, 2, 8, 8, 1]",False
216,11,"[0.813888699999552, 1.380335699999705, 1.6477598000001308, 2.247417800000221, 3.7484575999997105]","[2, 1, 6, 3, 2]","[2, 1, 6, 3, 6]",False
216,12,"[0.6310993999995844, 1.5471270999996705, 2.098240600000281, 2.39788309999949, 3.297051399999873]","[3, 2, 8, 4, 0]","[3, 2, 8, 4, 0]",True
216,13,"[0.7645628999998735, 1.6479792000000089, 2.1822431999999026, 2.4979357000001983, 2.8137008000003334, 3.2485114000000976]","[5, 8, 6, 0, 2, 2]","[5, 8, 4, 2, 0, 7]",False
216,14,"[1.281426100000317, 1.4479436000001442, 2.1812636000004204, 2.5976909000000887, 3.1480004000004556, 3.731572800000322]","[8, 8, 1, 7, 5, 2]","[8, 8, 1, 5, 7, 3]",False
216,15,"[0.5145228000001225, 1.130602799999906, 1.6650049999998373, 2.231283600000097, 2.381802699999753, 2.7812040999997407]","[6, 3, 0, 3, 3, 6]","[6, 3, 0, 3, 3, 6]",True
216,16,"[0.9146841000001587, 1.5302028999994945, 1.6968676999995296, 2.281203700000333, 2.681297799999811, 3.1981415999998717, 4.364871400000084]","[8, 0, 0, 6, 1, 8, 7]","[8, 0, 0, 6, 1, 7, 7]",False
216,17,"[0.7976518000004944, 1.2476242000002458, 1.3816880000003948, 1.714307899999767, 2.031500899999628, 2.4815803000001324, 4.197548299999653]","[5, 6, 6, 3, 5, 7, 7]","[5, 6, 6, 3, 7, 6, 2]",False
216,18,"[0.6975947999999335, 0.9477022999999463, 1.2979865999996036, 1.6803830999997444, 2.031326999999692, 2.39764439999999, 2.56422399999974]","[6, 4, 8, 4, 4, 3, 5]","[6, 4, 8, 1, 8, 4, 4]",False
218,1,"[5.831401499999629, 6.914192000000185]","[7, 0]","[7, 0]",True
218,2,"[1.597751100000096, 2.8811246000004758]","[3, 2]","[3, 2]",True
218,3,"[1.3982383999991725, 2.1807693999999174]","[7, 1]","[7, 1]",True
218,4,"[1.0644988999993075, 1.9641245999991952, 2.4810504999986733]","[4, 1, 1]","[4, 1, 1]",True
218,5,"[1.0478378999996494, 1.7309036999995442, 2.581749499999205]","[4, 2, 7]","[4, 2, 7]",True
218,6,"[1.264518300000418, 2.048296400000254, 2.914795000000595]","[3, 6, 2]","[3, 6, 2]",True
218,7,"[1.2148571999987325, 2.2309288999986165, 2.8814726999989944, 3.6812479000000167]","[8, 0, 7, 5]","[8, 0, 7, 5]",True
218,8,"[0.8480964000009408, 1.6312101000003167, 3.1147079000002122, 3.814638500000001]","[5, 1, 8, 3]","[5, 1, 8, 3]",True
218,9,"[0.8980701999989833, 1.9640842999997403, 2.7480651999994734, 3.1814459999986866]","[6, 0, 4, 4]","[6, 0, 4, 4]",True
218,10,"[1.4644501000002492, 3.0154208000003564, 3.8147611000003963, 4.914688000000751, 6.030853500000376]","[0, 8, 4, 3, 1]","[0, 8, 4, 3, 1]",True
218,11,"[0.9817275000004884, 1.7984262999998464, 2.698004199999559, 3.481720800000403, 4.231711599999471]","[7, 6, 2, 7, 8]","[7, 6, 2, 7, 8]",True
218,12,"[0.9480679999996937, 2.597651699999915, 3.431068399999276, 4.1805939999994735, 5.714618599999085]","[8, 0, 4, 0, 4]","[8, 0, 4, 0, 4]",True
218,13,"[0.8979835000009189, 1.6983042000010755, 3.1640564000008453, 4.064255900000717, 5.0142902999996295, 5.997697500000868]","[6, 7, 0, 2, 3, 2]","[6, 7, 0, 2, 3, 2]",True
218,14,"[0.7975698000009288, 1.4826119000008475, 2.031338799999503, 2.8150353000000905, 3.4312855000007403, 4.347731800000474]","[2, 7, 7, 8, 7, 2]","[2, 7, 7, 8, 7, 2]",True
218,15,"[1.4813006999993377, 2.3979227999989234, 3.2322414999998728, 3.8644655999996758, 4.498111400000198, 5.280983599999672]","[6, 4, 3, 3, 6, 3]","[6, 4, 3, 3, 6, 3]",True
218,16,"[1.431463699998858, 3.03075699999863, 4.2985209999988, 4.831720199999836, 5.864811800000098, 6.5810302999998385, 8.048000400000092]","[4, 0, 8, 8, 5, 7, 3]","[4, 0, 8, 8, 7, 3, 5]",False
218,17,"[1.4308165999991616, 2.197629500000403, 3.049039499999708, 3.8314924000005703, 4.6480977999999595, 5.38172399999894, 6.6645016000002215]","[0, 2, 3, 8, 7, 5, 7]","[0, 2, 3, 8, 5, 7, 5]",False
218,18,"[1.0313317000000097, 2.614708300001439, 3.247811200000797, 3.6974981000003027, 4.4480944000006275, 5.197578700001031, 6.097339600000851]","[7, 6, 3, 3, 7, 3, 1]","[7, 6, 3, 3, 7, 3, 1]",True
218,19,"[0.8143765999993775, 1.7974564999985887, 2.4147400000001653, 3.098323899999741, 3.7313702999999805, 4.631818599998951, 5.231249999998909, 6.197827399999369]","[2, 0, 4, 7, 3, 6, 3, 2]","[2, 0, 4, 7, 3, 6, 3, 2]",True
218,20,"[1.3646162999993976, 2.3807954999992944, 3.2644940999998653, 3.8976370000000315, 5.281599099998857, 6.34902669999974, 7.3810916999991605, 8.364908399998967]","[1, 0, 2, 2, 6, 0, 8, 6]","[1, 0, 2, 2, 6, 8, 1, 6]",False
218,21,"[1.0309880000004341, 1.8149195999994845, 2.41477759999907, 3.615027599998939, 4.4143285999998625, 5.180963900000279, 5.997502399999576, 7.5979401000004145]","[2, 6, 4, 3, 2, 7, 0, 1]","[2, 6, 7, 4, 3, 0, 1, 1]",False
218,22,"[1.347744299999249, 2.2810659000006126, 3.0316196999992826, 3.54819900000075, 4.097848899999008, 4.747836000000461, 5.214285800000653, 5.914647199999308, 6.530891899999915]","[0, 3, 7, 5, 5, 3, 3, 7, 5]","[0, 3, 7, 5, 5, 3, 3, 7, 0]",False
218,23,"[1.0148286999992706, 1.6981121999997413, 2.298158199999307, 3.615265599999475, 4.147619999999733, 5.164992899999561, 5.964182499999879, 6.7311756999988575, 7.531693899998572]","[7, 5, 6, 3, 3, 8, 0, 3, 8]","[7, 5, 6, 3, 3, 8, 0, 3, 8]",True
